Race Number,Passes P1,Passes P2,Collisions,Choices,Proportion Ahead P1,Proportion Ahead P2,Win P1,Win P2,Progress P1,Progress P2,Out of Bounds P1,Out of Bounds P2,Progress Cost P1,Progress Cost P2,Bounds Cost P1,Bounds Cost P2,Proximity Cost P1,Proximity Cost P2,Initial X Position P1,Initial Y Position P1,Initial X Position P2,Initial Y Position P2,Adjustment Count P2
1,0,1,0,22,0.77,0.23,False,True,3,4,0,3,-4.27,4.6,0.3,3.82,1.45,1.19,695,750,903,679,8
2,0,1,0,22,0.41,0.59,False,True,3,11,0,1,6.67,-6.6,0.3,2.44,0.69,0.22,402,554,505,685,2
3,0,1,0,22,0.91,0.09,False,True,3,4,0,5,-5.68,5.85,0.2,4.38,1.16,0.17,794,736,975,597,5
4,0,1,0,22,0.68,0.32,False,True,3,4,0,0,-2.24,2.57,0.08,3.06,0.68,0,772,742,960,620,6
5,0,1,0,22,0.95,0.05,False,True,9,10,0,0,-7.62,8.01,0.14,2.33,1.14,1.27,909,176,657,103,9
6,0,1,0,22,0.86,0.14,False,True,3,4,0,3,-4.25,4.52,0.26,4.89,1.01,0.14,456,640,644,745,7
7,0,1,0,22,0.68,0.32,False,True,3,5,0,0,-2.65,3.03,0.61,0.75,2.71,2.89,613,738,872,701,5
8,0,1,0,22,0.73,0.27,False,True,3,4,0,0,-1.43,1.43,2.3,2.87,0.85,0.29,474,659,596,733,8
9,0,1,0,22,0.64,0.36,False,True,3,10,0,0,-0.79,0.79,0.8,3.64,0.84,0.67,422,594,522,697,7
10,0,1,0,22,0.82,0.18,False,True,3,10,0,0,-4.27,4.47,0.31,3.56,0.96,0.25,387,511,520,696,4
11,0,1,0,22,0.45,0.55,False,True,3,4,0,0,4.19,-4.48,0.41,1.23,2.34,3.18,882,694,968,609,7
12,0,1,0,22,0.36,0.64,False,True,3,10,0,0,4.31,-4.46,0.27,3.02,0.97,0.96,417,586,477,661,8
13,0,1,0,22,0.59,0.41,False,True,9,10,0,1,1.98,-2.13,0.86,3.6,1.48,0.46,406,286,377,388,7
14,0,1,0,22,0.55,0.45,False,True,3,10,0,0,1.21,-0.92,1.02,0.6,2.02,1.96,1023,394,918,184,3
15,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-4.39,4.76,0.37,2.96,3.39,2.77,376,397,442,622,10
16,0,1,0,22,0.41,0.59,False,True,3,5,0,0,6.12,-5.88,0.33,1.98,0.36,0.3,752,746,918,666,3
17,0,1,0,22,0.73,0.27,False,True,9,10,0,3,-1.08,0.97,0.37,5.14,1.5,0.48,884,157,785,111,7
18,0,1,0,22,0.41,0.55,False,True,9,11,0,0,6.04,-5.79,0.33,1.98,0.34,0.28,560,132,422,256,3
19,0,1,0,22,0.45,0.55,False,True,9,11,0,0,4.93,-5.11,0.36,1.65,0.35,0.19,930,196,783,111,2
20,0,1,0,22,0.86,0.14,False,True,3,4,0,4,-4.54,4.74,0.48,5.19,1.77,0.17,523,697,738,748,5
21,0,1,0,22,0.59,0.41,False,True,8,10,0,0,4.63,-4.32,0.51,0.6,2.68,2.74,936,202,718,101,4
22,0,1,0,22,0.64,0.36,False,True,8,11,0,0,3.01,-2.69,0.58,0.62,2.06,1.76,593,118,405,288,4
23,0,1,0,22,0.59,0.41,False,True,2,10,0,0,4.34,-4.01,0.69,0.6,2.57,2.65,394,316,405,562,4
24,0,1,0,22,0.45,0.55,False,True,1,5,0,0,12.31,-12.46,1.34,1.35,0.59,0.27,872,701,983,584,4
25,0,1,0,22,0.5,0.5,False,True,3,5,0,0,2.63,-2.66,0.19,1.25,1.31,1.23,759,745,924,661,4
26,0,1,0,22,0.86,0.14,False,True,3,4,0,6,-3.8,4.11,0.46,5.03,3.71,3.03,552,714,783,739,5
27,0,0,0,22,1,0,True,False,9,8,0,0,-14.49,15.18,0.33,1.75,1.29,0.84,983,266,781,110,1
28,0,1,0,22,0.59,0.41,False,True,8,10,0,0,4.64,-4.32,0.69,0.6,2.62,2.68,1019,361,886,159,4
29,0,1,0,22,0.59,0.41,False,True,2,10,0,1,6.61,-6.62,0.5,3.67,1.95,0.6,448,220,383,354,5
30,0,1,0,22,0.55,0.45,False,True,9,10,0,0,4.45,-4.63,0.36,2.85,1.74,1.25,530,148,451,216,9
31,0,1,0,22,0.41,0.59,False,True,9,11,0,0,5.55,-5.57,0.22,1.36,0.61,0.47,586,121,440,229,2
32,0,1,0,22,0.55,0.45,False,True,3,4,0,0,1.38,-1.33,0.2,1.34,1.76,2.57,887,691,1003,543,7
33,0,1,0,22,0.36,0.64,False,True,9,10,0,0,6.71,-6.81,0.38,3.02,0.63,0.34,426,250,384,349,5
34,0,1,0,22,0.68,0.32,False,True,9,10,0,0,-3.67,4.13,0.25,2.79,2.92,3.05,378,382,462,647,5
35,0,1,0,22,0.36,0.64,False,True,1,11,0,0,19.3,-19.31,0.42,0.91,0.52,0.28,396,539,502,683,2
36,0,1,0,22,0.45,0.55,False,True,7,10,0,0,15.7,-15.63,1.22,0.98,0.39,0.44,1003,308,908,175,3
37,0,1,0,22,0.36,0.64,False,True,9,10,0,0,9.98,-10.16,0.38,1.97,0.53,0.17,779,110,649,104,4
38,0,1,0,22,0.41,0.59,False,True,9,10,0,0,5.99,-6.06,0.38,1.34,0.28,0.24,625,109,461,205,2
39,0,1,0,22,0.64,0.36,False,True,9,10,0,5,-2.44,2.78,0.31,4.95,0.51,0,418,263,385,506,3
40,0,1,0,22,0.59,0.41,False,True,3,5,0,0,-0.23,0.73,0.29,0.68,2.86,2.71,652,746,915,669,4
41,0,1,0,22,0.36,0.64,False,True,1,4,0,4,18.55,-18.51,0.41,3.31,0.36,0.18,804,733,912,671,3
42,0,1,0,22,0.55,0.45,False,True,9,10,0,0,-0.29,0.65,0.31,1.17,3.21,3.4,433,239,380,481,5
43,0,1,0,22,0.59,0.41,False,True,3,4,0,0,0,0.21,0.2,2.68,0.91,0.65,951,632,1024,447,6
44,0,1,0,22,0.36,0.64,False,True,7,11,0,0,19.54,-19.56,0.41,1.36,0.38,0.31,972,248,833,128,2
45,0,1,0,22,0.59,0.41,False,True,3,4,0,4,-0.86,1.1,0.28,4.28,1.47,0.85,743,747,936,648,3
46,0,1,0,22,0.55,0.45,False,True,3,11,0,0,-1.13,1.61,0.21,0.79,3.06,3.2,1025,418,905,173,5
47,0,1,0,22,0.73,0.27,False,True,3,10,0,3,-3.8,4.11,0.38,3.36,1.87,1.35,375,418,459,643,6
48,0,1,0,22,0.36,0.64,False,True,7,11,0,0,19.17,-19.18,0.42,0.91,0.55,0.29,999,299,886,158,2
49,0,1,0,22,0.41,0.59,False,True,1,10,0,0,16.55,-16.41,0.42,1.03,0.39,0.51,515,158,395,314,3
50,0,1,0,22,0.68,0.32,False,True,2,10,0,0,0.43,-0.03,0.46,0.62,4.87,5.1,403,557,604,735,6
51,0,1,0,22,0.36,0.64,False,True,1,5,0,0,19.48,-19.49,0.41,1.36,0.36,0.3,752,746,918,666,2
52,0,1,0,22,0.36,0.64,False,True,1,10,0,3,17.85,-17.83,0.41,3.89,0.37,0,1025,412,984,268,3
53,0,1,0,22,0.45,0.55,False,True,1,5,0,0,13.32,-12.94,0.41,0.63,0.53,0.67,534,704,795,736,1
54,0,1,0,22,0.41,0.59,False,True,7,11,0,0,14.1,-13.63,0.41,0.79,0.45,0.6,922,188,668,102,1
55,0,1,0,22,0.41,0.59,False,True,1,10,0,6,14.95,-15.18,0.41,4.37,0.44,0.15,385,505,440,620,3
56,0,1,0,22,0.36,0.64,False,True,1,5,0,0,19.76,-19.88,0.41,1.23,0.27,0.27,872,701,983,584,3
57,0,1,0,22,0.41,0.59,False,True,1,4,0,2,12.46,-12.02,0.41,2.36,0.38,0.38,574,725,817,728,2
58,0,1,0,22,0.36,0.64,False,True,7,10,0,0,19.34,-19.42,0.41,2.4,0.59,0.16,989,277,927,193,5
59,0,1,0,22,0.41,0.59,False,True,1,10,0,0,16.59,-16.31,0.41,1.21,0.78,0.79,456,640,644,745,2
60,0,1,0,22,0.32,0.68,False,True,1,4,0,13,19.47,-19.62,1.03,9.14,0.76,1.04,887,691,968,609,3
61,0,1,0,22,0.36,0.64,False,True,1,10,0,0,17.64,-17.92,0.41,2.42,1.13,1.07,595,118,509,162,3
62,0,1,0,22,0.36,0.64,False,True,1,4,0,0,20.24,-20.45,0.41,1.82,1.96,1.86,941,643,997,556,4
63,0,1,0,22,0.36,0.64,False,True,1,4,0,0,21.24,-21.38,0.41,1.6,0.86,0.7,828,724,914,670,6
64,0,1,0,22,0.45,0.55,False,True,1,5,0,0,13.47,-12.97,0.41,0.79,0.31,0.61,840,718,1015,504,1
65,0,1,0,22,0.36,0.64,False,True,1,10,0,0,19.48,-19.57,0.41,2.4,0.62,0.18,402,554,457,641,5
66,0,1,0,22,0.41,0.59,False,True,1,5,0,0,16.28,-15.98,0.41,1.21,0.69,0.71,704,750,910,673,2
67,0,1,0,22,0.36,0.64,False,True,1,4,0,4,18.44,-18.39,0.41,3.31,0.33,0.17,976,597,1020,479,3
68,0,1,0,22,0.36,0.64,False,True,1,11,0,0,19.58,-19.59,0.41,1.36,0.39,0.31,508,163,397,308,2
69,0,1,0,22,0.41,0.59,False,True,1,10,0,4,12.04,-11.71,0.41,4.28,0.22,0.22,1025,418,929,195,2
70,0,1,0,22,0.32,0.68,False,True,1,10,0,13,19.59,-19.75,1.03,9.14,0.9,1.1,437,234,387,337,3
71,0,1,0,22,0.36,0.64,False,True,1,4,0,3,18.27,-18.27,0.41,3.89,0.42,0,474,659,596,733,3
72,0,1,0,22,0.41,0.59,False,True,1,11,0,0,19.37,-19.21,0.41,1.15,0.49,0.46,380,479,461,646,3
73,0,1,0,22,0.36,0.64,False,True,1,10,0,3,18.01,-18.01,0.41,3.89,0.39,0,632,107,498,170,3
74,0,1,0,22,0.36,0.64,False,True,1,10,0,0,18.49,-18.48,0.41,2.42,0.77,0.73,548,138,443,226,5
75,0,1,0,22,0.36,0.64,False,True,1,11,0,1,24.16,-24.11,0.41,2.44,0.28,0.28,631,107,487,179,2
76,0,1,0,22,0.36,0.64,False,True,1,5,0,1,24.24,-24.19,0.41,2.44,0.29,0.29,823,726,951,631,2
77,0,1,0,22,0.41,0.59,False,True,1,5,0,0,16.18,-15.87,0.41,1.21,0.66,0.68,723,749,926,659,2
78,0,1,0,22,0.41,0.59,False,True,1,5,0,0,15.37,-14.97,0.41,0.79,0.43,0.54,653,747,895,685,1
79,0,1,0,22,0.36,0.64,False,True,1,10,0,0,21.54,-21.6,0.41,0.8,0.94,1.37,1025,407,994,287,5
80,0,1,0,22,0.41,0.55,False,True,3,4,0,0,2.39,-2.52,0.05,4.52,1.36,0.21,651,746,747,747,6
81,0,1,0,22,0.41,0.59,False,True,7,10,0,0,15.54,-15.59,0.41,1.78,0.83,0.67,1015,344,956,224,6
82,0,1,0,22,0.45,0.55,False,True,1,11,0,0,12.59,-12.05,0.41,0.79,0.29,0.55,597,117,392,322,2
83,0,1,0,22,0.36,0.64,False,True,1,11,0,1,23.65,-23.57,0.41,2.44,0.19,0.19,555,134,428,247,2
84,0,1,0,22,0.36,0.64,False,True,1,10,0,0,17.66,-17.94,0.41,2.42,1.14,1.08,850,137,759,105,3
85,0,1,0,22,0.41,0.59,False,True,7,11,0,0,14.69,-14.3,0.41,1,0.42,0.42,950,218,726,101,0
86,0,1,0,22,0.41,0.59,False,True,1,5,0,0,13.6,-13.11,0.41,0.79,0.44,0.62,788,738,997,558,1
87,0,1,0,22,0.36,0.64,False,True,1,10,0,0,18.98,-19.04,0.41,2.4,0.4,0,391,323,375,433,5
88,0,1,0,22,0.41,0.59,False,True,7,10,0,0,17.05,-17.15,0.41,2.63,0.5,0.14,1015,346,956,225,5
89,0,1,0,22,0.41,0.59,False,True,1,10,0,0,16.69,-16.41,0.41,1.21,0.81,0.82,421,259,378,469,2
90,0,1,0,22,0.41,0.59,False,True,7,10,0,0,16,-15.69,0.41,1.21,0.61,0.64,948,215,752,104,2
91,0,1,0,22,0.36,0.64,False,True,1,10,0,5,17.48,-17.66,0.41,6.27,0.99,0.24,576,124,496,172,3
92,0,1,0,22,0.41,0.59,False,True,7,11,0,0,15.15,-14.74,0.41,0.79,0.43,0.55,950,218,726,101,1
93,0,1,0,22,0.36,0.64,False,True,1,5,0,0,19.71,-19.78,0.42,1.14,0.39,0.14,912,671,1010,521,3
94,0,1,0,22,0.45,0.55,False,True,1,10,0,0,13.38,-13,0.41,0.63,0.53,0.67,491,176,375,411,1
95,0,1,0,22,0.36,0.64,False,True,1,11,0,0,18.29,-18.24,0.41,1.36,0.16,0.14,428,247,375,443,2
96,0,1,0,22,0.36,0.64,False,True,7,10,0,3,18.25,-18.25,0.41,3.89,0.42,0,1012,333,942,208,3
97,0,1,0,22,0.41,0.59,False,True,1,5,0,0,14.56,-14.11,0.41,0.79,0.44,0.58,503,683,757,745,1
98,0,1,0,22,0.41,0.59,False,True,1,5,0,0,15.3,-14.89,0.41,0.79,0.43,0.54,478,663,713,750,1
99,0,1,0,22,0.36,0.64,False,True,1,11,0,0,18.99,-18.98,0.41,1.36,0.26,0.22,446,222,376,401,2
100,0,1,0,22,0.41,0.59,False,True,3,4,0,0,2.47,-2.61,0.05,4.52,1.36,0.22,492,675,573,724,6
101,0,1,0,22,0.77,0.23,False,True,9,10,0,0,-5.2,5.52,0.12,2.66,1.36,0.73,1000,301,812,120,4
102,0,1,0,22,0.82,0.18,False,True,3,5,0,0,-5.96,6.31,0.12,2.66,1.12,0.35,845,716,1015,503,3
103,0,1,0,22,0.64,0.36,False,True,3,11,0,0,-2.16,2.5,1.67,0.75,2.94,3.11,376,452,491,674,6
104,0,1,0,22,0.77,0.23,False,True,3,4,0,2,-5.66,6.22,0.3,2.53,1.93,1.57,893,687,1025,443,5
105,0,1,0,22,0.68,0.32,False,True,9,10,0,0,-2.69,2.95,0.12,3.24,0.67,0.24,977,255,797,115,5
106,0,1,0,22,0.77,0.23,False,True,9,10,0,2,-4.58,5.06,0.34,2.28,2.35,2.28,743,103,477,188,5
107,0,1,0,22,0.59,0.41,False,True,9,11,0,0,0.92,-0.78,2.79,1.36,0.31,0.76,836,130,639,106,5
108,0,1,0,22,0.5,0.5,False,True,9,10,0,0,4.25,-4.35,0.11,3.02,1,0.29,426,250,384,349,5
109,0,1,0,22,0.68,0.32,False,True,9,10,0,0,-2.41,2.74,0.12,3.06,0.8,0,376,406,441,621,6
110,0,1,0,22,0.82,0.18,False,True,3,4,0,0,-4.89,5.22,0.13,3.46,1.95,0.67,921,664,1025,443,6
111,0,1,0,22,0.73,0.27,False,True,9,10,0,0,-3.94,4.3,0.25,3.55,0.83,0.21,925,191,712,100,6
112,0,1,0,22,0.59,0.41,False,True,3,11,0,0,-0.08,0.46,1.56,1.11,0.42,0.25,460,644,677,749,3
113,0,1,0,22,0.95,0.05,False,True,3,4,0,6,-6.57,6.92,0.1,4.88,1.3,0.2,475,659,715,750,2
114,0,1,0,22,0.95,0.05,False,True,9,10,0,0,-7.56,8.1,0.09,3.09,0.96,0.7,866,145,583,122,7
115,0,1,0,22,0.73,0.27,False,True,3,4,0,4,-2.81,2.95,0.3,4.31,1.96,0.76,872,700,1001,548,5
116,0,1,0,22,0.55,0.45,False,True,3,10,0,0,1.14,-1.2,0.48,2.91,0.99,0.5,404,559,481,665,9
117,0,1,0,22,0.41,0.59,False,True,3,5,0,1,6.31,-6.22,0.3,2.44,0.67,0.17,916,668,1010,524,2
118,0,1,0,22,0.45,0.55,False,True,9,11,0,1,5.2,-5.17,0.32,2.35,0.66,0.15,843,133,672,101,2
119,0,1,0,22,0.55,0.45,False,True,9,10,0,3,3.66,-3.68,0.11,3.89,1.09,0.24,850,137,717,100,4
120,0,1,0,22,0.41,0.59,False,True,9,10,0,0,3.48,-3.67,1.22,2.72,1.44,0.27,375,420,386,511,3
121,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-5.11,5.41,0.21,2.31,1.58,2.12,376,397,442,622,8
122,0,0,0,22,1,0,True,False,3,4,0,2,-5.58,5.84,0.16,3.94,2.21,0.89,841,718,999,552,5
123,0,1,0,22,0.41,0.59,False,True,9,10,0,0,2.53,-2.67,0.05,4.52,1.36,0.23,1004,309,958,227,6
124,0,1,0,22,0.86,0.14,False,True,3,4,0,3,-3.82,4.07,0.26,4.89,0.98,0.14,664,748,867,704,6
125,0,1,0,22,0.45,0.55,False,True,9,10,0,0,2.15,-2.27,0.05,4.52,1.38,0.18,650,104,554,134,6
126,0,1,0,22,0.73,0.27,False,True,3,4,0,6,-3.08,3.23,0.1,5.57,1.96,0.76,716,750,903,679,5
127,0,1,0,22,0.77,0.23,False,True,3,4,0,0,-3.67,4,0.1,2.09,1.58,1.56,424,596,613,738,7
128,0,1,0,22,0.59,0.41,False,True,3,5,0,0,-1.35,1.74,0.55,1.11,0.37,0.23,918,666,1024,446,3
129,0,1,0,22,0.73,0.27,False,True,9,10,0,0,-4.05,4.44,0.21,3.55,0.68,0.16,376,443,475,659,6
130,0,1,0,22,0.41,0.59,False,True,3,11,0,1,6.83,-6.76,0.3,2.44,0.7,0.24,378,471,441,622,2
131,0,1,0,22,0.95,0.05,False,True,9,10,0,4,-4.86,4.99,0.36,5,2.06,0.17,421,259,379,475,5
132,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.63,-5.36,0.33,1.98,0.26,0.22,731,748,909,674,4
133,0,1,0,22,0.23,0.77,False,True,1,11,0,0,32.45,-32.61,1.03,0.87,0.76,0.68,926,191,832,128,1
134,0,1,0,22,0.82,0.18,False,True,3,4,0,0,-3.52,3.67,0.51,0.78,4.56,3.82,912,671,1010,521,7
135,0,1,0,22,0.45,0.55,False,True,9,11,0,0,4.96,-4.65,0.33,1.98,0.16,0.14,471,194,379,375,4
136,0,1,0,22,0.82,0.18,False,True,3,10,0,0,-5.78,6.22,0.38,3.15,1.49,1.47,1024,397,894,164,5
137,0,1,0,22,0.73,0.27,False,True,9,10,0,2,-2.15,2.3,0.37,4.47,2.26,0.84,850,136,639,106,3
138,0,1,0,22,0.59,0.41,False,True,3,11,0,0,-2.7,3.1,0.63,1.32,0.73,0.78,375,426,503,683,3
139,0,1,0,22,0.95,0.05,False,True,9,10,0,0,-4.9,5.22,0.53,2.96,3.37,2.74,724,101,498,170,8
140,0,1,0,22,0.45,0.55,False,True,9,10,0,3,4.41,-4.52,0.29,3.9,0.79,0.16,989,277,927,193,6
141,0,1,0,22,0.68,0.32,False,True,9,10,0,0,-1.07,1.3,0.4,1.01,1.44,1.79,602,115,434,239,7
142,0,1,0,22,0.59,0.41,False,True,3,4,0,5,2.72,-2.87,0.35,6.27,1.73,0.42,934,650,992,568,5
143,0,1,0,22,0.95,0.05,False,True,9,10,0,8,-5.6,6.03,0.33,5.81,1.95,1.91,375,411,463,647,6
144,0,1,0,22,0.45,0.55,False,True,1,5,0,0,14.9,-14.74,0.7,1.28,0.17,0,685,750,853,712,5
145,0,1,0,22,0.5,0.5,False,True,9,10,0,5,3.52,-3.66,0.26,5.37,1.09,0.16,937,202,855,139,5
146,0,1,0,22,0.41,0.59,False,True,3,11,0,1,8.76,-8.7,0.33,2.44,0.44,0.28,586,729,746,747,2
147,0,1,0,22,0.91,0.09,False,True,9,10,0,2,-6.41,6.8,0.34,3.56,2.96,2.78,386,342,430,606,6
148,0,1,0,22,0.91,0.09,False,True,9,10,0,5,-6.69,7.07,0.34,5.11,0.89,0.19,633,107,415,268,4
149,0,1,0,22,0.55,0.45,False,True,3,4,0,2,0.21,-0.29,0.27,4.55,1.54,0.97,967,610,1010,522,9
150,0,1,0,22,0.59,0.41,False,True,8,10,0,0,4.1,-3.83,0.51,0.62,2.67,2.69,957,226,753,104,4
151,0,1,0,22,0.5,0.45,False,True,9,10,0,1,2.67,-2.81,0.35,4.44,1.49,0.45,463,203,402,295,6
152,0,1,0,22,0.64,0.36,False,True,3,5,0,0,-0.8,0.91,0.42,1.39,1.35,0.54,886,692,1009,525,4
153,0,1,0,22,0.45,0.55,False,True,3,4,0,3,2.44,-2.51,0.34,4.32,0.84,0,463,648,577,726,7
154,0,1,0,22,0.45,0.5,False,True,3,10,0,3,2.3,-2.37,0.34,4.32,0.84,0,396,541,474,658,6
155,0,1,0,22,0.41,0.59,False,True,3,11,0,1,8.29,-8.21,0.33,2.44,0.38,0.2,403,556,508,687,2
156,0,1,0,22,0.82,0.14,False,True,9,10,0,6,-5.61,6.11,0.33,4.64,1.99,2.08,798,115,539,143,7
157,0,1,0,22,0.45,0.5,False,True,9,10,0,3,3.49,-3.42,0.34,4.16,0.84,0,871,149,739,102,6
158,0,1,0,22,0.5,0.5,False,True,3,10,0,5,0.58,-0.54,0.33,5.67,0.83,0,385,506,454,637,6
159,0,1,0,22,0.41,0.59,False,True,9,11,0,0,7.2,-7.24,0.43,0.83,1.53,0.89,988,275,870,148,4
160,0,1,0,22,0.36,0.64,False,True,3,11,0,0,5.97,-6.08,0.32,1.36,1.27,1.1,537,706,682,749,2
161,0,0,0,22,1,0,True,False,9,10,0,0,-4.87,5.12,0.25,2.97,1.5,1.81,390,329,391,525,12
162,0,1,0,22,0.68,0.32,False,True,3,10,0,0,-2.24,2.54,0.37,0.62,5.35,5.42,392,529,549,713,8
163,0,1,0,22,0.41,0.59,False,True,9,10,0,0,6.44,-6.62,0.22,1.22,0.87,0.2,406,286,377,388,3
164,0,1,0,22,0.64,0.36,False,True,3,4,0,0,-1.82,1.87,0.31,4.1,1.19,0.84,770,742,885,692,10
165,0,1,0,22,0.32,0.68,False,True,7,10,0,13,19.57,-19.73,1.03,9.14,0.9,1.09,968,242,889,160,3
166,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.88,-5.62,0.33,1.98,0.31,0.25,917,667,1015,506,3
167,0,1,0,22,0.55,0.45,False,True,3,10,0,0,4.48,-4.66,0.36,2.85,1.73,1.25,391,526,438,618,9
168,0,1,0,22,0.5,0.5,False,True,3,10,0,4,2.27,-2.18,0.49,3.31,0.77,0,439,619,542,709,6
169,0,1,0,22,0.45,0.55,False,True,9,11,0,0,5.98,-5.73,0.33,1.98,0.33,0.27,589,120,439,231,3
170,0,1,0,22,0.45,0.55,False,True,9,11,0,0,5.86,-5.6,0.33,1.98,0.3,0.25,1014,341,914,181,3
171,0,1,0,22,0.59,0.36,False,True,9,11,0,0,-1.13,1.53,0.29,0.8,4.41,4.44,658,103,451,216,7
172,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.06,-4.76,0.33,1.98,0.17,0.15,942,642,1023,458,4
173,0,1,0,22,0.95,0.05,False,True,3,4,0,8,-5.9,6.36,0.34,5.7,1.57,1.51,465,650,703,750,8
174,0,1,0,22,0.45,0.55,False,True,3,11,0,0,5.13,-4.83,0.33,1.98,0.18,0.16,477,661,657,747,4
175,0,1,0,22,0.68,0.32,False,True,3,4,0,4,-3.12,3.4,0.29,4.28,1.09,0,841,718,999,552,2
176,0,1,0,22,0.5,0.5,False,True,3,4,0,5,3.36,-3.49,0.26,5.37,1.02,0.14,961,618,1010,524,5
177,0,1,0,22,0.41,0.59,False,True,3,5,0,0,6.13,-5.88,0.33,1.98,0.36,0.3,752,746,918,666,3
178,0,1,0,22,0.77,0.23,False,True,9,10,0,6,-4.93,5.25,0.33,4.93,0.46,0.43,423,255,392,527,3
179,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-3.4,3.54,0.39,0.77,4.79,4.13,745,103,569,127,5
180,0,0,0,22,1,0,True,False,3,7,0,0,-19.45,19.71,0.33,4.4,0.58,0.78,1025,409,996,291,3
181,0,1,0,22,0.36,0.64,False,True,3,10,0,0,8.71,-8.91,0.37,1.97,0.56,0.2,420,589,503,684,4
182,0,1,0,22,0.36,0.64,False,True,9,10,0,0,8.37,-8.38,0.37,2.42,0.83,0.93,466,199,395,312,4
183,0,1,0,22,0.41,0.59,False,True,3,5,0,0,6.1,-6.04,0.25,1.36,0.69,0.23,947,637,1024,447,2
184,0,1,0,22,0.36,0.64,False,True,3,4,0,4,6.29,-6.24,0.37,3.31,0.33,0.17,976,597,1020,479,4
185,0,1,0,22,0.36,0.64,False,True,9,10,0,3,6.63,-6.66,0.37,3.89,0.5,0.14,1020,371,971,245,4
186,0,1,0,22,0.55,0.45,False,True,9,11,0,0,-1.09,1.57,0.21,0.79,3.06,3.21,930,195,674,101,5
187,0,1,0,22,0.36,0.64,False,True,9,10,0,0,9.14,-9.36,0.37,1.97,0.6,0.28,513,159,430,245,3
188,0,1,0,22,0.59,0.41,False,True,3,4,0,0,-1.23,1.4,0.27,4.16,0.88,0.57,548,712,748,746,4
189,0,0,0,22,1,0,True,False,3,2,0,0,-13.89,14.61,0.25,1.75,1.32,1.42,518,694,778,740,2
190,0,1,0,22,0.41,0.59,False,True,9,11,0,0,5.88,-5.84,0.31,1.36,0.61,0.37,495,173,386,340,2
191,0,1,0,22,0.36,0.64,False,True,1,10,0,0,17.71,-17.89,0.41,3.19,0.84,0.14,419,589,487,671,5
192,0,1,0,22,0.55,0.45,False,True,2,10,0,0,5.68,-5.27,0.39,0.6,2.11,1.95,380,369,447,629,4
193,0,1,0,22,0.41,0.59,False,True,9,11,0,0,6.59,-6.59,0.31,1.36,0.56,0.42,1014,341,914,181,2
194,0,1,0,22,0.55,0.45,False,True,8,10,0,0,6.55,-6.19,0.39,0.6,2.18,2.07,983,266,781,110,4
195,0,1,0,22,0.5,0.5,False,True,3,5,0,0,2.37,-1.95,0.27,3.24,0.85,0.76,763,744,977,595,3
