Race Number,Passes P1,Passes P2,Collisions,Choices,Proportion Ahead P1,Proportion Ahead P2,Win P1,Win P2,Progress P1,Progress P2,Out of Bounds P1,Out of Bounds P2,Progress Cost P1,Progress Cost P2,Bounds Cost P1,Bounds Cost P2,Proximity Cost P1,Proximity Cost P2,Initial X Position P1,Initial Y Position P1,Initial X Position P2,Initial Y Position P2,Adjustment Count P2
196,0,1,0,22,0.36,0.64,False,True,1,10,0,0,19.05,-19.14,0.41,1.34,0.4,0.32,738,102,559,132,2
197,0,1,0,22,0.36,0.64,False,True,1,10,0,0,21.48,-21.55,0.41,0.8,0.93,1.35,375,429,400,551,5
198,0,1,0,22,0.41,0.59,False,True,1,5,0,0,17.37,-17.58,1.22,1.65,0.31,0.31,650,746,808,732,3
199,0,1,0,22,0.55,0.45,False,True,3,10,0,5,1.09,-1,0.27,5.1,1.67,1.12,1025,419,987,273,4
200,0,1,0,22,0.41,0.55,False,True,9,10,0,5,3.17,-3.32,0.35,6.27,0.97,0.2,555,134,475,191,4
201,0,1,0,22,0.5,0.5,False,True,9,10,0,3,2.35,-2.39,0.09,3.89,1.13,0.61,605,114,491,176,5
202,0,1,0,22,0.64,0.36,False,True,3,4,0,0,-1.68,1.72,0.74,3.8,0.95,0.22,564,720,733,748,6
203,0,1,0,22,0.82,0.18,False,True,3,4,0,7,-3.8,4,0.11,5.56,1.35,0.14,930,655,1023,465,4
204,0,1,0,22,0.73,0.27,False,True,9,10,0,0,-4.45,4.78,0.31,3.28,1.27,0.15,376,448,483,667,3
205,0,1,0,22,0.77,0.23,False,True,9,10,0,0,-4.82,5.16,0.31,3.28,1.29,0.15,969,243,761,106,3
206,0,1,0,22,0.82,0.14,False,True,3,4,0,7,-3.88,4.08,0.11,5.56,1.36,0.14,546,711,755,745,4
207,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.33,-5.4,1.58,0.8,2.57,2.67,735,748,851,713,5
208,0,1,0,22,0.68,0.32,False,True,9,10,0,4,-2.36,2.43,0.32,4.67,1.49,0.56,782,110,594,118,3
209,0,1,0,22,0.45,0.55,False,True,3,10,0,0,7.13,-7.1,0.2,0.83,2.05,1.9,1025,409,996,291,6
210,0,1,0,22,0.41,0.59,False,True,3,5,0,1,8.04,-8.01,0.14,2.44,0.76,0.37,837,720,957,624,2
211,0,1,0,22,0.5,0.5,False,True,3,4,0,0,1.31,-1.3,0.1,3.21,0.73,0.82,781,740,890,689,8
212,0,0,0,22,1,0,True,False,3,0,0,0,-34.66,35,0.1,3.57,0.27,0,871,701,941,643,1
213,0,1,0,22,0.91,0.09,False,True,3,4,0,0,-7.33,7.92,0.3,2.78,1.39,1.07,740,748,981,588,4
214,0,1,0,22,0.5,0.5,False,True,3,10,0,3,3.99,-4.03,0.11,3.89,0.97,0.4,376,447,411,574,4
215,0,1,0,22,0.91,0.09,False,True,3,4,0,4,-4.02,4.17,0.13,4.74,2.63,1.1,822,726,977,595,7
216,0,1,0,22,0.41,0.59,False,True,9,11,0,1,7.18,-7.13,0.3,2.44,0.74,0.31,904,172,761,106,2
217,0,1,0,22,0.68,0.32,False,True,9,10,0,10,-1.61,1.53,0.44,7.88,1.78,1.51,602,115,498,171,6
218,0,1,0,22,0.45,0.55,False,True,3,11,0,1,5.21,-5.18,0.32,2.35,0.66,0.15,453,637,598,734,2
219,0,1,0,22,0.77,0.23,False,True,3,4,0,11,-1.63,1.54,0.77,8.54,1.84,1.24,830,723,926,658,6
220,0,1,0,22,0.45,0.55,False,True,3,4,0,0,5.35,-5.51,2.72,1.41,2.74,2.34,828,724,914,670,7
221,0,1,0,22,0.68,0.32,False,True,3,4,0,0,-3.38,3.8,0.25,3.33,0.86,0,855,711,1003,543,6
222,0,1,0,22,0.95,0.05,False,True,9,10,0,3,-4.76,5.08,0.2,4.49,0.87,0.42,997,293,849,136,10
223,0,1,0,22,0.68,0.32,False,True,9,10,0,6,-3.13,3.27,0.2,5.57,2,0.81,473,192,381,364,5
224,0,1,0,22,0.68,0.32,False,True,3,4,0,7,-3.36,3.44,0.2,5.98,1.98,0.79,444,625,606,736,5
225,0,1,0,22,0.55,0.45,False,True,3,10,0,0,1.22,-1.29,0.48,2.91,0.97,0.52,430,607,523,698,9
226,0,0,0,22,1,0,True,False,9,10,0,4,-7.05,7.53,0.1,3.87,1.51,0.84,376,405,479,663,6
227,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-6.04,6.39,0.12,2.66,1.12,0.34,1001,303,801,116,3
228,0,1,0,22,0.45,0.55,False,True,3,5,0,0,3.05,-3.18,1.34,1.97,1.17,0.48,796,735,926,659,3
229,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-5.98,6.33,0.12,2.66,1.12,0.35,1001,302,801,116,3
230,0,1,0,22,0.91,0.09,False,True,9,10,0,4,-2.86,2.87,0.15,5.99,1.4,0.3,979,259,890,162,11
231,0,0,0,22,1,0,True,False,3,1,0,15,-24.76,25.05,0.1,6.77,0.4,0.15,415,582,504,684,2
232,0,1,0,22,0.91,0.09,False,True,9,10,0,0,-7.13,7.51,0.2,3.89,1.12,0.15,543,140,383,353,5
233,0,1,0,22,0.95,0.05,False,True,3,4,0,0,-6.58,6.92,0.09,3.69,1.62,0.43,478,663,713,750,7
234,0,1,0,22,0.5,0.5,False,True,3,4,0,4,0.72,-0.69,0.22,4.28,1.71,1.28,947,636,1016,501,4
235,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-5.39,5.59,0.45,1.86,3.14,2.72,986,271,790,113,6
236,0,1,0,22,0.55,0.45,False,True,9,11,0,0,2.04,-1.77,0.55,2.18,0,0.3,602,115,434,239,4
237,0,1,0,22,0.68,0.27,False,True,3,4,0,0,-2.72,2.99,0.08,3.24,0.82,0.38,454,638,656,747,5
238,0,1,0,22,0.41,0.59,False,True,9,11,0,1,6.88,-6.82,0.3,2.44,0.71,0.25,377,391,401,552,2
239,0,1,0,22,0.55,0.45,False,True,3,10,0,0,1.47,-1.53,0.3,2.91,0.83,0.53,1024,403,990,279,8
240,0,1,0,22,0.41,0.59,False,True,9,10,0,0,4.28,-4.44,0.14,3.75,0.93,0.28,513,159,430,245,2
241,0,1,0,22,0.45,0.55,False,True,9,11,0,0,5.36,-5.07,0.33,1.98,0.21,0.18,950,217,785,111,4
242,0,1,0,22,0.5,0.5,False,True,9,10,0,5,0.42,-0.37,0.33,5.67,0.82,0,384,347,383,497,6
243,0,1,0,22,0.77,0.23,False,True,9,10,0,0,-3.21,3.12,0.26,3.52,1.98,1.04,1004,311,942,208,6
244,0,1,0,22,0.45,0.55,False,True,9,11,0,0,5.01,-5.1,0.3,1,1.87,1.07,745,103,569,127,3
245,0,1,0,22,0.45,0.55,False,True,9,10,0,3,2.8,-2.74,0.33,4.16,0.71,0,850,137,717,100,5
246,0,1,0,22,0.59,0.41,False,True,3,10,0,0,-0.62,0.87,0.47,0.56,3.53,3.8,384,499,513,691,5
247,0,1,0,22,0.64,0.36,False,True,3,5,0,0,-2.82,3.22,0.63,1.32,0.7,0.75,599,734,885,692,3
248,0,1,0,22,0.41,0.59,False,True,9,11,0,1,9.18,-9.15,0.33,2.44,0.38,0.38,869,147,722,101,2
249,0,1,0,22,0.86,0.14,False,True,3,4,0,0,-5.61,6.04,0.95,1.61,1.94,1.62,490,673,735,748,4
250,0,1,0,22,0.41,0.59,False,True,9,11,0,1,8.63,-8.57,0.33,2.44,0.42,0.26,856,140,699,100,2
251,0,1,0,22,0.73,0.27,False,True,9,10,0,7,-1,0.88,0.33,6.79,2.97,1,930,195,845,134,8
252,0,1,0,22,0.55,0.45,False,True,3,4,0,8,0.6,-0.69,0.33,6.75,1.36,1.54,882,694,968,609,6
253,0,1,0,22,0.55,0.45,False,True,9,10,0,5,1.35,-1.47,0.9,5.37,1.02,0,933,199,844,134,5
254,0,1,0,22,0.95,0.05,False,True,3,4,0,2,-4.74,4.88,0.34,4.7,2.05,0.72,673,749,876,698,7
255,0,0,0,22,1,0,True,False,3,3,0,8,-11.82,12.45,0.33,4.32,1.41,1.48,450,632,681,749,3
256,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-4.63,4.9,0.56,3.25,3.54,2.75,658,103,451,216,7
257,0,1,0,22,0.82,0.18,False,True,9,10,0,0,-5.37,5.47,0.48,2.09,0.88,0.24,390,328,403,557,4
258,0,1,0,22,0.55,0.45,False,True,3,5,0,0,1.37,-1.11,0.56,1.48,0.38,0.19,794,736,975,597,4
259,0,1,0,22,0.41,0.59,False,True,9,11,0,1,9.2,-9.17,0.33,2.44,0.38,0.38,612,112,479,187,2
260,0,1,0,22,0.41,0.59,False,True,3,11,0,1,7.97,-7.87,0.33,2.44,0.35,0.16,444,626,583,728,2
261,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.99,-5.74,0.33,1.98,0.33,0.27,768,743,932,653,3
262,0,1,0,22,0.45,0.55,False,True,3,4,0,3,3.11,-3.06,0.33,4.16,0.74,0.15,845,716,949,634,6
263,0,1,0,22,0.59,0.41,False,True,2,10,0,0,4.06,-3.72,0.69,0.6,2.53,2.49,376,452,491,674,4
264,0,1,0,22,0.59,0.41,False,True,2,4,0,0,5.04,-5.32,0.9,1.53,3.72,3.4,884,693,993,565,4
265,0,1,0,22,0.77,0.23,False,True,3,5,0,6,-4.92,5.24,0.33,4.93,0.47,0.44,652,746,915,669,3
266,0,1,0,22,0.59,0.41,False,True,8,11,0,0,2.17,-1.77,0.58,1.32,0.74,0.78,959,228,702,100,3
267,0,1,0,22,0.59,0.41,False,True,2,11,0,0,3,-2.58,0.58,1.17,0.67,0.73,378,381,471,656,2
268,0,1,0,22,0.55,0.45,False,True,9,10,0,4,1.64,-1.74,0.27,4.82,1.15,0.43,930,195,830,127,3
269,0,1,0,22,0.77,0.23,False,True,9,11,0,6,-5.4,5.74,0.33,4.93,0.34,0.2,477,189,376,452,3
270,0,1,0,22,0.86,0.14,False,True,9,10,0,0,-4.16,4.37,0.38,2,3,2.37,1008,323,888,160,9
271,0,1,0,22,0.64,0.36,False,True,9,10,0,0,-2.61,2.91,0.22,1.55,4.13,3.86,748,103,502,167,6
272,0,1,0,22,0.55,0.45,False,True,9,10,0,5,2.28,-2.45,0.34,6.27,1.68,0.44,961,231,892,163,5
273,0,0,0,22,1,0,True,False,3,3,0,0,-8.85,9.36,0.33,3.53,2.83,3.18,774,742,973,602,5
274,0,1,0,22,0.77,0.23,False,True,9,10,0,6,-4.86,5.17,0.33,4.93,0.48,0.46,377,391,465,650,3
275,0,1,0,22,0.5,0.5,False,True,8,10,0,1,7.92,-7.91,0.44,3.66,1.08,0.15,920,185,827,126,6
276,0,1,0,22,0.5,0.5,False,True,3,10,0,5,3.31,-3.44,0.26,5.37,1,0.14,447,629,527,700,5
277,0,1,0,22,0.55,0.41,False,True,9,10,0,5,2.16,-2.32,0.34,6.27,1.71,0.43,582,122,496,172,5
278,0,1,0,22,0.5,0.5,False,True,3,4,0,5,3.36,-3.49,0.26,5.37,1.02,0.14,961,618,1010,524,4
279,0,1,0,22,0.77,0.23,False,True,9,10,0,2,-4.7,5.06,0.34,3.57,3.36,3.09,389,331,411,573,7
280,0,1,0,22,0.77,0.23,False,True,3,5,0,6,-4.57,4.87,0.33,4.93,0.59,0.56,873,700,1021,476,3
281,0,1,0,22,0.68,0.32,False,True,3,10,0,4,-2.61,2.89,0.24,4.37,1.85,0.83,380,479,461,646,6
282,0,1,0,22,0.59,0.41,False,True,2,10,0,0,4.11,-3.84,0.58,0.62,2.08,1.97,444,625,648,746,4
283,0,1,0,22,0.45,0.55,False,True,3,5,0,0,4.95,-4.64,0.33,1.98,0.16,0.14,814,729,972,602,4
284,0,1,0,22,0.5,0.5,False,True,2,10,0,1,7.87,-7.87,0.34,3.66,1.1,0.15,447,629,529,701,6
285,0,1,0,22,0.77,0.23,False,True,3,4,0,6,-4.28,4.53,0.23,5.57,1.51,0.17,454,638,656,747,3
286,0,1,0,22,0.32,0.68,False,True,7,10,0,13,19.47,-19.63,1.03,9.14,0.76,1.04,983,265,909,176,3
287,0,1,0,22,0.41,0.59,False,True,3,11,0,1,8.47,-8.4,0.33,2.44,0.4,0.23,593,732,758,745,2
288,0,1,0,22,0.45,0.55,False,True,3,10,0,0,5.27,-5.36,0.25,1.08,1.73,0.87,375,429,427,601,3
289,0,1,0,22,0.77,0.23,False,True,9,11,0,6,-5.29,5.62,0.33,4.93,0.36,0.21,1004,310,802,116,3
290,0,1,0,22,0.59,0.41,False,True,2,10,0,0,3.9,-3.6,0.51,0.74,2.88,2.94,393,533,544,710,6
291,0,0,0,22,1,0,True,False,9,4,0,0,-8.34,8.73,0.33,3.22,0.66,0.16,375,415,483,667,4
292,0,1,0,22,0.77,0.23,False,True,9,11,0,6,-5.26,5.6,0.33,4.93,0.37,0.22,969,243,728,101,3
293,0,1,0,22,0.77,0.23,False,True,3,10,0,6,-5.24,5.57,0.33,4.93,0.38,0.22,404,560,618,739,3
294,0,1,0,22,0.41,0.59,False,True,9,11,0,0,6.08,-5.83,0.33,1.98,0.35,0.29,591,119,442,228,3
295,0,1,0,22,0.91,0.09,False,True,3,10,0,0,-6.02,6.55,0.47,0.73,2.86,2.6,375,415,483,667,11
296,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.19,-4.89,0.33,1.98,0.19,0.16,872,700,1001,548,4
297,0,1,0,22,0.73,0.27,False,True,9,10,0,4,-3.53,3.74,0.35,4.53,1.43,0.15,974,250,796,114,3
298,0,1,0,22,0.73,0.27,False,True,9,10,0,2,-2.82,3.07,0.39,3.97,2.79,1.36,997,293,849,136,4
299,0,1,0,22,0.59,0.41,False,True,8,10,0,0,5.98,-5.66,0.71,0.6,1.93,1.82,1004,310,840,132,4
300,0,1,0,22,0.5,0.5,False,True,3,10,0,2,3.03,-3.1,0.5,2.01,1.33,0.84,480,665,585,729,7
301,0,1,0,22,0.95,0.05,False,True,3,4,0,0,-5.54,5.88,0.28,3.53,0.81,0.27,866,704,1013,512,8
302,0,1,0,22,0.86,0.14,False,True,9,10,0,0,-6.13,6.52,0.28,3.15,1.61,1.2,633,107,425,252,6
303,0,1,0,22,0.77,0.18,False,True,3,4,0,2,-4.18,4.36,0.4,3.89,1.08,0.87,944,639,1024,456,8
304,0,1,0,22,0.59,0.41,False,True,9,10,0,0,0.64,-0.67,1.14,1.33,2.23,1.94,847,135,708,100,8
305,0,1,0,22,0.68,0.32,False,True,3,4,0,2,-3.41,3.71,0.11,4.59,0.7,0,492,674,699,750,5
306,0,1,0,22,0.45,0.55,False,True,3,4,0,0,5.38,-5.45,0.11,3.13,1.37,0.19,899,682,967,610,5
307,0,1,0,22,0.45,0.55,False,True,9,10,0,0,1.72,-1.92,1.61,4.02,1.31,0.14,474,191,411,277,5
308,0,1,0,22,0.86,0.14,False,True,3,4,0,0,-5.99,6.39,0.25,3.15,1.51,1.22,678,749,916,668,6
309,0,1,0,22,0.55,0.45,False,True,3,4,0,0,1.36,-1.5,0.48,2.93,1.27,0.61,926,659,987,577,10
310,0,1,0,22,0.82,0.18,False,True,9,11,0,6,-5.56,5.85,0.1,4.93,0.76,0.16,789,112,525,151,3
311,0,1,0,22,0.86,0.09,False,True,9,10,0,2,-4.55,4.76,0.16,3.77,1.25,1.05,907,175,722,101,14
312,0,0,0,22,1,0,True,False,3,3,0,0,-7.65,8.01,0.09,3.53,0.68,1.12,792,737,960,620,7
313,0,1,0,22,0.86,0.14,False,True,3,4,1,0,-7.1,7.52,1,1.84,1.01,1.2,568,722,843,717,6
314,0,1,0,22,0.77,0.23,False,True,3,4,0,0,-3.89,4.12,0.11,2.79,1.38,1.43,638,744,868,703,6
315,0,1,0,22,0.73,0.27,False,True,3,4,0,0,-4.19,4.58,0.21,3.55,0.68,0.15,436,614,637,744,6
316,0,1,0,22,0.91,0.09,False,True,3,4,0,3,-7.55,8.07,0.12,3.16,1.39,0.63,852,712,1021,477,6
317,0,1,0,22,0.86,0.14,False,True,9,10,0,8,-5.15,5.4,0.13,5.58,1.01,0.45,375,423,451,634,4
318,0,0,0,22,1,0,True,False,9,10,0,0,-7.09,7.45,0.13,3.74,1.07,0.14,873,150,616,111,6
319,0,1,0,22,0.55,0.45,False,True,3,4,0,0,0.07,-0.14,0.71,3.75,1.49,0.14,951,631,1016,501,2
320,0,1,0,22,0.59,0.41,False,True,9,10,0,0,0.88,-0.8,0.07,2.69,1.24,0.79,968,241,848,136,7
321,0,1,0,22,0.5,0.5,False,True,3,4,0,0,1.18,-1.43,0.85,1.97,2.47,1.87,938,646,1000,551,7
322,0,1,0,22,0.64,0.36,False,True,3,4,0,0,-1.75,2.02,0.1,3.06,1.02,0.42,952,630,1025,437,6
323,0,1,0,22,0.59,0.41,False,True,3,4,0,2,-1.17,1.06,0.37,3.65,1.28,0.78,480,665,585,729,9
324,0,1,0,22,0.5,0.5,False,True,9,10,0,0,4.25,-4.35,0.11,3.02,1,0.29,426,250,384,349,5
325,0,1,0,22,0.45,0.55,False,True,9,10,0,0,2.35,-2.48,0.05,4.52,1.37,0.21,376,400,383,497,6
326,0,0,0,22,1,0,True,False,9,10,0,1,-5.47,5.62,0.1,2.98,2.49,2.47,959,228,813,120,8
327,0,1,0,22,0.77,0.23,False,True,9,10,0,2,-5.6,6.16,0.26,2.53,1.64,1.29,969,243,728,101,5
328,0,1,0,22,0.73,0.27,False,True,3,4,0,2,-1.61,1.43,0.32,3.68,1.78,0.61,480,665,585,729,8
329,0,1,0,22,0.59,0.41,False,True,9,10,0,0,-1.19,1.2,0.13,4.53,1.56,0.57,1001,303,907,174,4
330,0,1,0,22,0.68,0.32,False,True,9,10,0,6,-3.22,3.36,0.2,5.57,2,0.79,431,243,375,432,4
331,0,1,0,22,0.77,0.23,False,True,9,10,0,2,-5.98,6.55,0.3,2.53,2.06,1.57,382,357,448,630,5
332,0,1,0,22,0.41,0.59,False,True,9,11,0,1,7.2,-7.16,0.3,2.44,0.74,0.31,904,172,761,106,2
333,0,1,0,22,0.45,0.55,False,True,3,5,0,0,3.86,-3.92,0.27,2.32,1.17,0.55,884,693,993,565,3
334,0,1,0,22,0.55,0.45,False,True,9,10,0,3,1.51,-1.52,0.09,3.89,1.43,0.45,926,191,804,117,3
335,0,1,0,22,0.45,0.55,False,True,9,11,0,1,5.11,-5.07,0.32,2.35,0.65,0.14,954,222,811,120,2
336,0,1,0,22,0.41,0.59,False,True,3,4,0,0,2.67,-2.82,0.05,4.52,1.35,0.26,621,740,712,750,5
337,0,1,0,22,0.73,0.27,False,True,9,10,0,0,-4.05,4.44,0.21,3.55,0.68,0.16,375,435,469,653,5
338,0,1,0,22,0.68,0.32,False,True,3,4,0,0,-2.54,2.8,0.08,3.24,0.82,0.4,421,592,599,734,5
339,0,1,0,22,0.68,0.32,False,True,9,10,0,11,-1.31,1.24,0.66,8.54,1.75,1.04,983,265,909,176,6
340,0,1,0,22,0.32,0.68,False,True,1,10,0,0,24.27,-24.19,1.03,0.45,1.36,1.54,434,238,392,322,6
341,0,1,0,22,0.68,0.32,False,True,9,10,0,6,-3.41,3.55,0.2,5.57,2.16,0.79,515,158,395,314,5
342,0,1,0,22,0.86,0.14,False,True,3,4,0,0,-5.98,6.3,0.24,3.54,1.24,0.19,918,666,1025,437,5
343,0,1,0,22,0.86,0.14,False,True,9,10,0,0,-6.84,7.4,0.3,2.78,1.51,1.18,822,124,541,142,4
344,0,1,0,22,0.73,0.27,False,True,3,4,0,0,-2.94,3.13,0.08,3.21,1.39,0.37,605,736,815,729,7
345,0,0,0,22,0.95,0,False,False,3,4,0,3,-5.04,5.37,0.2,4.49,0.85,0.29,546,711,764,744,11
346,0,1,0,22,0.86,0.14,False,True,9,10,0,3,-4.39,4.65,0.3,4.89,1.02,0.14,382,358,409,569,6
347,0,1,0,22,0.68,0.32,False,True,3,10,0,6,-0.97,0.88,0.1,5.84,1,0.53,1024,403,990,279,7
348,0,1,0,22,0.68,0.32,False,True,3,10,0,0,-2.61,2.87,0.08,3.24,0.82,0.39,387,511,520,696,5
349,0,1,0,22,0.82,0.18,False,True,3,4,0,0,-4.78,5.1,0.13,3.46,1.94,0.68,406,564,584,728,5
350,0,1,0,22,0.77,0.23,False,True,8,10,0,0,-4.06,4.3,0.36,2.1,0.95,0.66,655,103,430,243,5
351,0,1,0,22,0.91,0.09,False,True,3,4,0,5,-6.28,6.79,0.09,4.41,0.8,0.32,518,694,778,740,8
352,0,1,0,22,0.77,0.23,False,True,9,10,0,0,-4.57,4.88,0.45,2,2.86,2.44,713,100,478,188,5
353,0,0,0,22,1,0,True,False,9,2,0,0,-19.59,20.09,0.1,4.04,0.44,0.24,375,428,430,605,1
354,0,1,0,22,0.5,0.5,False,True,9,10,0,3,4.14,-4.19,0.11,3.89,0.93,0.41,605,114,491,176,5
355,0,1,0,22,0.23,0.77,False,True,3,5,0,0,13.26,-13.42,1.09,0.87,1.02,0.67,960,620,1011,518,1
356,0,1,0,22,0.68,0.32,False,True,3,4,0,4,-1.96,2.11,0.31,4.28,1.32,0.38,717,750,897,684,4
357,0,1,0,22,0.41,0.59,False,True,3,4,0,0,3.63,-3.87,0.06,4.2,1.35,0.26,848,714,923,662,3
358,0,1,0,22,0.55,0.45,False,True,9,10,0,3,3.8,-3.83,0.11,3.89,1.03,0.38,1020,371,971,245,4
359,0,1,0,22,0.45,0.55,False,True,9,10,0,0,4.95,-5,0.1,3.13,1.31,0.14,406,286,377,388,5
360,0,1,0,22,0.45,0.55,False,True,3,4,0,0,5.23,-5.29,0.1,3.13,1.38,0.17,521,697,614,738,5
361,0,1,0,22,0.41,0.59,False,True,9,11,0,1,6.98,-6.91,0.33,2.44,0.45,0.21,1005,313,909,176,2
362,0,1,0,22,0.73,0.27,False,True,3,4,0,9,-2.47,2.68,0.33,6.36,1.02,0.35,783,739,947,636,5
363,0,1,0,22,0.45,0.55,False,True,3,5,0,0,4.27,-4.36,0.5,1,2.31,1.52,719,749,887,691,4
364,0,1,0,22,0.45,0.55,False,True,3,4,0,0,5.43,-5.5,0.1,3.13,1.37,0.19,899,682,967,610,5
365,0,1,0,22,0.45,0.55,False,True,9,10,0,0,4.98,-5.06,0.3,1,1.88,1.07,430,244,375,414,4
366,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.06,-4.76,0.33,1.98,0.17,0.15,940,644,1023,461,4
367,0,1,0,22,0.59,0.41,False,True,9,10,0,0,-1.18,1.58,0.67,0.71,0.73,0.97,897,166,635,106,4
368,0,1,0,22,0.5,0.5,False,True,3,5,0,0,2.91,-2.78,0.63,0.53,3.02,3.27,759,745,924,661,4
369,0,1,0,22,0.86,0.14,False,True,9,10,0,0,-3.3,3.37,0.28,3.35,2.79,2.43,558,133,418,264,9
370,0,1,0,22,0.41,0.59,False,True,3,4,0,3,3.8,-3.88,0.23,3.89,0.73,0.26,735,748,851,713,5
371,0,1,0,22,0.64,0.36,False,True,9,10,0,0,-0.82,0.96,0.47,0.62,3.57,3.76,381,364,427,601,6
372,0,1,0,22,0.55,0.45,False,True,3,4,0,0,1.48,-1.57,0.22,3.58,1.78,0.91,995,560,1024,455,11
373,0,1,0,22,0.55,0.45,False,True,3,4,0,5,2.19,-2.35,0.34,6.27,1.7,0.43,428,602,493,676,5
374,0,1,0,22,0.41,0.59,False,True,9,10,0,0,2.67,-2.82,0.05,4.52,1.35,0.26,929,194,855,139,5
375,0,1,0,22,0.45,0.55,False,True,3,4,0,3,2.82,-2.76,0.33,4.16,0.71,0,682,749,817,728,6
376,0,1,0,22,0.5,0.5,False,True,3,4,0,5,0.66,-0.61,0.33,5.67,0.83,0,618,740,765,744,6
377,0,1,0,22,0.41,0.59,False,True,3,5,0,1,8.12,-8.03,0.33,2.44,0.36,0.18,880,695,992,567,2
378,0,1,0,22,0.64,0.36,False,True,9,10,0,1,0.94,-1.02,1.15,3.65,1.63,0.64,960,230,884,157,9
379,0,1,0,22,0.64,0.36,False,True,2,10,0,0,0.18,0.09,1.1,0.68,4.01,3.79,410,277,393,532,5
380,0,1,0,22,0.55,0.45,False,True,9,10,0,0,4.45,-4.63,0.36,2.85,1.74,1.25,530,148,451,216,9
381,0,1,0,22,0.73,0.27,False,True,9,10,0,1,-4.05,4.32,0.26,4.03,1.43,0.84,598,117,423,255,8
382,0,1,0,22,0.5,0.5,False,True,3,5,0,0,2.59,-2.63,0.27,1.25,1.45,1.23,759,745,924,661,4
383,0,1,0,22,0.41,0.59,False,True,9,11,0,0,6.32,-6.22,0.33,1.89,0.46,0,375,437,430,606,2
384,0,1,0,22,0.77,0.23,False,True,9,10,0,6,-4.19,4.43,0.23,5.57,1.51,0.16,917,183,704,100,3
385,0,1,0,22,0.41,0.59,False,True,3,11,0,1,8.47,-8.41,0.33,2.44,0.4,0.23,533,704,691,750,2
386,0,1,0,22,0.73,0.27,False,True,3,4,0,4,-3.37,3.55,0.47,4.43,1.57,0.45,673,749,884,693,3
387,0,1,0,22,0.45,0.55,False,True,3,5,0,0,5.88,-5.62,0.33,1.98,0.31,0.25,659,747,844,716,3
388,0,1,0,22,0.55,0.45,False,True,9,11,0,0,1.78,-1.54,0.29,1.56,0.39,0.41,454,213,375,432,1
389,0,1,0,22,0.82,0.18,False,True,3,4,0,0,-3.52,3.67,0.51,0.78,4.56,3.82,912,671,1010,521,8
390,0,1,0,22,0.77,0.23,False,True,3,4,0,4,-3.72,4,0.47,4.28,1.46,0.33,454,638,656,747,3
391,0,1,0,22,0.45,0.55,False,True,3,11,0,0,4.9,-4.59,0.33,1.98,0.15,0.14,596,733,799,735,4
392,1,2,0,22,0.45,0.55,False,True,9,10,0,0,2.5,-2.65,0.09,4.52,1.43,0.26,929,194,855,139,5
393,0,1,0,22,0.55,0.45,False,True,9,10,0,0,0.77,-0.87,0.27,3.62,2,2.09,995,289,930,196,9
394,0,1,0,22,0.95,0.05,False,True,9,10,0,4,-5.02,5.16,0.36,5,2.03,0.15,814,121,591,119,5
395,0,1,0,22,0.41,0.59,False,True,9,10,0,0,2.58,-2.73,0.05,4.52,1.35,0.24,566,129,487,179,6
